"Napatie"	"Deformacia"
504.8067	-0.00810134
506.3178	-0.006704433
507.7749	-0.00528866
509.0162	-0.003920103
510.851	-0.002422577
512.524	-0.0008683505
513.8732	0.0007487629
515.1144	0.002334433
516.6255	0.00396732
517.9207	0.005622165
519.2699	0.007295877
520.4572	0.008972784
521.9142	0.01066856
523.2095	0.0124399
524.5587	0.01423629
525.7999	0.0161366
527.149	0.0180966
528.2284	0.02016361
529.4696	0.02226835
530.3871	0.0243134
531.5743	0.02650938
532.6537	0.02870227
533.733	0.03107763
534.6505	0.03348753
535.6219	0.03600134
536.4854	0.03860948
537.3488	0.04137495
538.1583	0.04412154
538.8059	0.04692155
539.4535	0.04987897
540.1011	0.05285206
540.5868	0.05593216
541.1265	0.05882969
541.4503	0.06175567
541.9899	0.06463433
542.2598	0.06757598
542.5836	0.07062145
542.7994	0.07361969
543.0153	0.07669979
543.0693	0.07982072
543.0153	0.07982072
542.9614	0.08631443
542.7455	0.08631443
542.2598	0.08965876
541.936	0.09288979
541.1805	0.09928907
540.371	0.1022339
539.1837	0.1030896
537.8345	0.1030896
536.0536	0.1030896
533.8949	0.1030896
530.9807	0.1030896
527.5268	0.1030896
523.3174	0.1030896
518.0286	0.1030896
511.3367	0.1030896
503.2417	0.1030896
493.4197	0.1030896
480.8994	0.1030896
465.3029	0.1030896
444.9574	0.1030896
418.6755	0.1030896
383.651	0.1030896
19.32017	0.1030896
10.68545	0.1030896
11.11719	0.1030896
11.60289	0.1030896
11.33305	0.1030896
11.33305	0.1030896
11.44099	0.1030896
11.27909	0.1030896
11.17116	0.1030896
11.11719	0.1030896
11.11719	0.1030896
11.17116	0.1030896
11.11719	0.1030896
11.17116	0.1030896
11.06322	0.1030896
11.00925	0.1030896
11.06322	0.1030896
11.11719	0.1030896
11.00925	0.1030896
11.22512	0.1030896
11.00925	0.1030896
11.06322	0.1030896
10.95529	0.1030896
11.06322	0.1030896
10.90132	0.1030896
11.49496	0.1030896
11.27909	0.1030896
11.06322	0.1030896
