deformacia	napatie
-4.8785936E-006	0
-8.818996E-006	0.0169198631568471
-5.4415085E-006	0.0349677174562102
-3.18984965E-006	0.00225598178742038
-1.1258293E-006	0.0334637295979299
-3.94040255E-006	0.0556475517515923
-6.942614E-006	0.0456836310708599
-6.754976E-006	0.0537675656847134
-6.5673375E-006	0.0533915704617834
-5.25387E-006	0.0729434116242038
-5.4415085E-006	0.0748233976910828
-5.25387E-006	0.104527154657643
-3.94040255E-006	0.129718954020701
-2.626935E-006	0.183486519705414
-6.754976E-006	0.245338017515924
-3.94040255E-006	0.307565515525478
-2.626935E-006	0.410776681926752
-4.5033172E-006	0.537863654458599
-3.7527643E-007	0.700670332404459
2.626935E-006	0.924012539808917
1.3134675E-006	1.21917013335987
3.3774879E-006	1.59704712380573
9.0066345E-006	2.03658752985669
1.1445931E-005	2.59625900676752
1.2196484E-005	3.25801368431529
1.4635781E-005	4.01395556329618
1.85761835E-005	4.89228448447452
2.40176915E-005	5.84092505971338
3.0585029E-005	6.93300806130573
3.7527643E-005	8.08130274681529
4.0905131E-005	9.30742884156051
5.1037595E-005	10.6694780055732
5.685438E-005	12.012351214172
6.3421715E-005	13.5191590366242
7.149016E-005	15.0532265127389
7.6181115E-005	16.6294058519108
8.537539E-005	18.2858603702229
9.1004535E-005	19.9458867436306
0.00010413921	21.6591172372611
0.000115022225	23.4415306528662
0.000123465945	25.1859683519108
0.000131909665	26.9794740246815
0.000141479215	28.7846357484076
0.000146733085	30.6153647492038
0.00015555208	32.4868894307325
0.00016530927	34.3809743232484
0.000176192285	36.2846466958599
0.000186700025	38.2159554140127
0.00019964706	40.1151159434713
0.00020940425	42.1005677746815
0.000218223245	44.0412763734076
0.00022910626	45.978224522293
0.000236236515	47.9510808121019
0.000248620635	49.9043839570064
0.00025462506	51.9067575636943
0.000267572095	53.8884504378981
0.000276203455	55.8496466958599
0.00028596064	57.8623606687898
0.000296843655	59.8102109872612
0.00030509974	61.8345790207006
0.00031335582	63.8595143312102
0.00032367592	65.8707205414013
0.000333996025	67.9035479697452
0.00035125874	69.9284783041401
0.00035538678	71.9393113057325
0.00036720799	73.9858628582803
0.000376214625	76.0185011942675
0.000383532515	78.0359126194268
0.00039629191	80.0689291401274
0.00040398508	82.0729946257962
0.00041655684	84.1129627786624
0.00042706458	86.1367685111465
0.000434945385	88.1177099920382
0.000446578955	90.1185758359873
0.000467219155	92.1243332006369
0.000457837245	94.1097830414013
0.00048035383	96.1249402866242
0.000487484085	98.0946009156051
0.0005013693	100.113893312102
0.00050455915	102.12208897293
0.0005205084	104.105662818471
0.0005287645	106.139430732484
0.00053551945	108.142177547771
0.0005505305	110.129324243631
0.00055991245	112.171173367834
0.000571546	114.126736664013
0.00057923915	116.139067476115
0.00059237385	118.111176353503
0.00060175575	120.040600119427
0.0006122635	122.09091361465
0.00062427235	123.996656050955
0.00063515535	125.967441281847
0.00064153505	127.938042396497
0.00065091695	129.847919984076
0.00065710905	131.845969347134
0.0006732459	133.758852507962
0.000681502	135.712529856688
0.00068806935	137.657374601911
0.0006982018	139.583797770701
0.00070833425	141.563798765924
0.0007227824	143.467092953822
0.00073047555	145.368511146497
0.0007398575	147.304896496815
0.00075205395	149.202925955414
0.0007610606	151.109230692675
0.00077006725	153.066296775478
0.0007801997	154.909434713376
0.00078920635	156.855030851911
0.00080008935	158.701552547771
0.00080890835	160.595257762739
