"epsilon"	"sigma"
0.00043734312	102.97821496815
0.00044142887	103.63094211783
0.00044629572	104.25589538217
0.00045346582	104.89807798567
0.00045530841	105.53100262739
0.0004597747	106.17575839968
0.0004608362	106.81125621019
0.00046410079	107.48918407643
0.00046386045	108.0963906449
0.00046492195	108.74243300159
0.00046986891	109.4067326035
0.00046598344	110.03116851115
0.00047377441	110.68852464172
0.00048751376	111.34768471338
0.00047761983	111.98678359873
0.00047950248	112.6495379379
0.0004874737	113.27654701433
0.00049226044	113.91513535032
0.00048899585	114.56117089968
0.00049001728	115.20721325637
0.00050003138	115.85840195064
0.00050732165	116.48901210191
0.00050303561	117.14868272293
0.00050213435	117.82147105892
0.00051210839	118.44899068471
0.00050876368	119.08551640127
0.00051166777	119.72872691083
0.00051939865	120.37837034236
0.00052476621	121.02698586783
0.00052582771	121.67611194268
0.00052540711	122.28537432325
0.00053029399	122.9265290207
0.00052759019	123.56716636146
0.00053594195	124.18363769904
0.00054505478	124.8343022293
0.0005483394	125.48188984873
0.00054347255	126.10272468153
0.00054743813	126.71662285032
0.00055014194	127.36420366242
0.00055194448	128.00381309713
0.00055689144	128.63236743631
0.00055607029	129.25834860669
0.00055763249	129.90799203822
0.00056380117	130.54400039809
0.00056830752	131.15378013535
0.00056670526	131.79956381369
0.00056834757	132.44766198248
0.00057199271	133.02915047771
0.00057914277	133.66541751592
0.00058004404	134.28368598726
0.00058328861	134.91017770701
0.00059212105	135.51404187898
0.00058807535	136.14233753981
0.00059184065	136.75777416401
0.00058819552	137.34749271497
0.00059694784	137.98350107484
0.00059859016	138.58042177548
0.00060730242	139.22080724522
0.00060375743	139.81463742038
0.00060926519	140.43187117834
0.00061062711	141.05450995223
0.0006109075	141.6617165207
0.00061357125	142.26815386146
0.00062196307	142.86429852707
0.00061957971	143.50288686306
0.00062294445	144.07691453025
0.00062368549	144.70289570064
0.00062725051	145.29364215764
0.00062642936	145.86406875
0.00063067533	146.4733379379
0.00063153655	147.0982843949
0.0006417309	147.69906484873
0.00063472103	148.27129538217
0.00064369366	148.86230051752
0.00065076362	149.47182157643
0.00064828012	150.08853797771
0.0006500426	150.64662289013
0.00065400819	151.25280155255
0.00065659182	151.83557663217
0.00065553033	152.42323937102
0.00065911538	153.04459156051
0.00066738702	153.61219311306
0.00066698646	154.18827659236
0.00066592497	154.78030963376
0.00066902934	155.38160063694
0.00067143272	155.96977392516
0.00067511791	156.54483630573
0.0006811464	157.1566718551
0.00068216784	157.72427340764
0.00068084598	158.27901592357
0.00068907757	158.8813348328
0.00069338363	159.49882726911
0.00069582707	160.06719804936
0.00068777573	160.64045648885
0.00070021324	161.18877289013
0.00069943215	161.77900199045
0.00070504004	162.38518065287
0.00070852495	162.92603622611
0.00071200985	163.52526460987
0.00070836472	164.12912878185
0.00071186966	164.69312925955
0.00071641606	165.2640732086
0.00071649617	165.84658960987
0.0007152344	166.42833678344
0.00072330576	166.99670756369
0.00072889363	167.54913558917
0.00072468771	168.14348312102
0.00073159743	168.70079880573
0.00073245865	169.29308371815
0.00072907388	169.87714538217
0.00073770604	170.43446106688
0.00074469588	171.00309052548
0.00074191196	171.56400047771
0.000742653	172.12697304936
0.00074998332	172.6950919586
0.00075717345	173.27014753185
0.00075489023	173.82694585987
0.00075709333	174.38554812898
0.00076822901	174.9544294586
0.00075849531	175.50634693471
0.00076552521	176.06983005573
0.00076860955	176.64437507962
0.00076454382	177.23049255573
0.00076752803	177.78034741242
0.00077257513	178.36954860669
0.00077618021	178.94358308121
0.00077323606	179.48340394108
0.00078465214	180.06309530255
0.00078148768	180.63712296975
0.00078783662	181.21166799363
0.00079078077	181.78055613057
0.00079949303	182.3414660828
0.00078735594	182.91421397293
0.00079488655	183.49724773089
0.00080121546	184.05455660828
0.00079712971	184.63424796975
0.00080560163	185.21033144904
0.00080441997	185.75015911624
0.00080748429	186.30592953822
0.00081259148	186.87250318471
0.00081235114	187.47173156847
0.00081215086	188.01464295382
0.00081399345	188.58455899682
0.00081607638	189.16476090764
0.00082074295	189.71461576433
0.00082380727	190.27553252389
0.00082639091	190.84004355096
0.00083153815	191.39735923567
0.0008368256	191.96907241242
0.00083972969	192.55365143312
0.00082867412	193.13513992834
0.00083898864	193.67650605096
0.00084063096	194.24745
0.00084325465	194.82302292994
0.00084651925	195.39756795382
0.00084569809	195.91990079618
0.00085605267	196.51398964968
0.00085062503	197.08159120223
0.00085499118	197.6419906051
0.00086752883	198.21808089172
0.00086138017	198.81422555732
0.00087173475	199.37925394108
0.000867649	199.94916998408
0.00086490514	200.53039980096
0.00087710231	201.13323606688
0.0008759607	201.70160684713
0.00087950569	202.26972575637
0.00087910513	202.88310656847
0.00088044702	203.44710023885
0.00088925943	204.02962344745
0.00088711641	204.62036990446
0.00088941965	205.22319936306
0.00089084165	205.83503491242
0.00089170287	206.39183324045
0.0008870363	206.98567022293
0.00090227776	207.57641667994
0.00089695026	208.16999498408
0.00090534207	208.7355339172
0.00090918749	209.35688610669
0.00090566252	209.95714920382
0.00092228593	210.52166703822
0.00091765941	211.12758702229
0.00091479538	211.71215923567
0.00092288677	212.25841301752
0.00092567069	212.86819275478
0.00092452909	213.46407874204
0.00092989664	214.03296687898
0.00093354178	214.62577595541
0.00093640581	215.2324651672
0.00093248028	215.81266707803
0.00094107238	216.42913160828
0.00094347576	216.99699183917
0.00094295503	217.58413722134
0.00094167323	218.20625863854
0.00095527237	218.81654892516
0.00095789607	219.3779830414
0.00095633387	219.97026795382
0.00095785601	220.57850242834
0.00096276292	221.17928288217
0.00095759565	221.7795459793
0.00096799028	222.38623519108
0.0009662278	222.96747181529
0.00096881144	223.56670019904
0.00097175558	224.18213682325
0.00097762385	224.77031691879
0.00097680269	225.39217965764
0.00098128901	225.97187101911
0.00098964077	226.5780428742
0.00098523456	227.18602547771
0.0009908024	227.76159840764
0.00099468787	228.36031624204
0.0009956292	228.96752281051
0.00099320579	229.56470218949
0.00100135726	230.15647655255
0.0010102298	230.75725019904
0.00100598378	231.33899737261
0.00100368053	231.89991413217
0.00101043	232.54697758758
0.0010139951	233.11149542197
0.0010137147	233.6970955414
0.0010148963	234.30944844745
0.0010276743	234.90971154459
0.0010208247	235.51408626592
0.0010270534	236.10714721338
0.0010369674	236.71512981688
0.0010332422	237.28967484076
0.0010415739	237.91411074841
0.0010435967	238.5087169586
0.0010462004	239.12055250796
0.0010404723	239.71875298567
0.0010517282	240.34473415605
0.0010456396	240.93857113854
0.0010481231	241.56197914013
0.0010548926	242.14166369427
0.0010542317	242.76353324045
0.0010645062	243.37176771497
0.0010642258	244.00700684713
0.0010602802	244.61473077229
0.0010704345	245.21653232484
0.0010662286	245.81987914013
0.0010723973	246.43120414013
0.0010804286	247.05512949841
0.0010749008	247.64587595541
0.0010756819	248.26310971338
0.0010794072	248.83610947452
0.0010850952	249.45514717357
0.0010912238	250.05850079618
0.0010917646	250.64667408439
0.0010891409	251.24281875
0.0010957702	251.8582553742
0.0011000763	252.46495139331
0.0011036213	253.04052432325
0.0011020791	253.64592695064
0.0011036213	254.26033566879
0.0011174607	254.84079625796
0.0011133349	255.43822750796
0.0011229885	256.03026054936
0.0011158585	256.62846783439
0.0011231487	257.20918710191
0.0011247911	257.83053248408
0.0011274949	258.39299450637
0.001126133	258.97422432325
0.0011349854	259.58503196656
0.0011371885	260.1647165207
0.0011377293	260.76137854299
0.0011377293	261.33232249204
0.0011393115	261.90841277866
0.0011451597	262.51767515924
0.0011393916	263.10533789809
0.0011517891	263.67087683121
0.0011498263	264.26960147293
0.0011524099	264.85237655255
0.0011534314	265.43745931529
0.0011643267	266.02254888535
0.0011632652	266.59966707803
0.0011683724	267.15801066879
0.0011644469	267.75930167197
0.0011785668	268.33332933917
0.0011724982	268.92664896497
0.0011715569	269.48704836783
0.0011789673	270.05953757962
0.0011783264	270.65079458599
0.0011755826	271.2541482086
0.0011824122	271.80605887739
0.0011905236	272.39809191879
0.0011962116	272.94563228503
0.0011933876	273.57495585191
0.0011939084	274.12378280255
0.0012009182	274.68186771497
0.0011968926	275.30012937898
0.0012084088	275.85975955414
0.0012074274	276.45333785828
0.0012087292	277.0188767914
0.0012115132	277.60859534236
0.0012153586	278.17259582006
0.0012207261	278.73042205414
0.0012216675	279.33068515127
0.0012232897	279.88311317675
0.001220606	280.46228718153
0.0012276759	281.07309482484
0.0012287775	281.63349422771
0.0012328432	282.22372332803
0.0012387715	282.81832953822
0.0012341851	283.35172428344
0.0012493264	283.94118415605
0.001244079	284.55765549363
0.0012468229	285.10853825637
0.0012519902	285.69825680732
0.0012469631	286.27639609873
0.0012527312	286.86791859076
0.0012590601	287.48849474522
0.0012592404	288.05455784236
0.0012570573	288.62395652866
0.0012669312	289.21418562898
0.0012708968	289.80673602707
0.0012654491	290.37742129777
0.0012703961	290.96508403662
0.0012826734	291.56277396497
0.0012714776	292.14631827229
0.0012769453	292.70337527866
0.0012799896	293.31315501592
0.0012869794	293.88075656847
0.0012828136	294.44912734873
0.0012889822	295.05659259554
0.001293809	295.61184566083
0.0012903041	296.2177656449
0.0013022409	296.77559187898
0.0013011394	297.36685569268
0.0013024011	297.96660143312
0.0013027416	298.54011855096
0.0013058059	299.10617484076
0.0013060463	299.69692129777
0.0013087901	300.28406667994
0.0013127157	300.82415302548
0.0013191848	301.41695529459
0.001320046	301.97684414809
0.0013251732	302.5503544586
0.0013275365	303.11101253981
0.001323611	303.70819191879
0.0013275766	304.28016377389
0.0013365492	304.84776532643
0.0013375306	305.43593861465
0.0013422372	306.00636520701
0.0013393732	306.61177464172
0.0013352674	307.14388280255
0.0013454217	307.72511261943
0.001348486	308.30402794586
0.0013579794	308.85002985669
0.001353453	309.43254625796
0.0013536132	310.02277535828
0.0013610637	310.60838228503
0.0013668719	311.18035414013
0.0013618849	311.7574723328
0.0013660508	312.34256190287
0.0013740821	312.92893125
0.0013773867	313.46104621815
0.0013744426	314.08007710987
0.0013804911	314.64485362261
0.0013768059	315.21656679936
0.0013844366	315.77696620223
0.001377587	316.39677312898
0.0013858186	316.94071242038
0.0013917469	317.5000839172
0.0013937898	318.07771265924
0.0013963735	318.66949382962
0.0013931089	319.22629215764
0.0014002589	319.80880855892
0.0013964936	320.40161082803
0.0014007596	320.96766711783
0.0014039041	321.54015632962
0.0014135577	322.12524589968
0.0014141385	322.73167643312
0.0014121757	323.26687511943
0.0014131571	323.84759438694
0.0014171227	324.47382742834
0.0014214287	325.00825688694
0.0014285788	325.57225055732
0.0014264959	326.1720031051
0.0014241726	326.76969303344
0.0014359892	327.3527267914
0.0014369306	327.9535004379
0.0014407359	328.56379072452
0.0014338662	329.14039836783
0.0014449218	329.71597129777
0.00145073	330.29462794586
0.0014468445	330.88923415605
0.0014484868	331.4768968949
0.0014521119	332.07124442675
0.0014580603	332.67150071656
0.001463488	333.27279171975
0.0014568186	333.84682619427
0.0014637083	334.43654474522
0.0014689757	335.03989156051
0.0014647698	335.63140724522
0.0014739827	336.21264386943
0.0014775277	336.81033379777
0.0014794504	337.39233284236
0.0014853187	337.99079880573
0.0014841971	338.55608586783
0.0014920682	339.1946673965
0.0014901855	339.75763996815
0.0014948521	340.34195350318
0.001496935	340.93116150478
0.0014942713	341.52062137739
0.0014992183	342.10982257166
0.0015005001	342.69259765127
0.0015086315	343.26559741242
0.0015043455	343.87434924363
0.0015135585	344.45763487261
0.001513919	345.02909617834
0.0015143195	345.62626875
0.0015161221	346.22962237261
0.0015199675	346.82679494427
0.0015223909	347.41497503981
0.0015308628	348.0116370621
0.0015278386	348.56817671178
0.0015248944	349.18464124204
0.0015318843	349.77873009554
0.0015374922	350.36896600318
0.0015392947	350.93502229299
0.001549449	351.53631329618
0.0015412975	352.0977406051
0.0015446222	352.67871174363
0.0015538151	353.26997555732
0.0015525534	353.85763829618
0.0015469855	354.43166596338
0.0015517723	354.99412117834
0.0015571799	355.56763829618
0.0015617263	356.15632894108
0.0015646304	356.7370482086
0.001574324	357.3110758758
0.0015685959	357.88304773089
0.0015687161	358.48228292197
0.0015744842	359.04216496815
0.0015807531	359.63497404459
0.0015783697	360.21157488057
0.0015790707	360.76194028662
0.0015853395	361.33545740446
0.0015866013	361.9277491242
0.0015931906	362.54009522293
0.0015904868	363.08943953025
0.0015994193	363.67195593153
0.0016010617	364.24213065287
0.0015971562	364.82824812898
0.0016082117	365.38066934713
0.0016006411	365.99044908439
0.0016031847	366.58813901274
0.001613379	367.16114558121
0.0016073105	367.73260007962
0.0016156222	368.38095692675
0.0016157423	368.9472718949
0.0016234332	369.50638471338
0.0016226521	370.12619164013
0.0016195076	370.72748264331
0.0016348092	371.31617328822
0.0016279395	371.88506142516
0.0016370724	372.51258105096
0.0016388749	373.09818797771
0.0016385344	373.68301886943
0.0016440222	374.29279860669
0.001643201	374.90874578025
0.00164963	375.52598634554
0.0016430808	376.13345159236
0.0016532752	376.72316333599
0.0016557386	377.34503288217
0.0016590032	377.92008845541
0.0016614267	378.51623992834
0.0016617471	379.13733343949
0.0016675953	379.75096612261
0.0016649716	380.34428574841
0.0016737039	380.94866727707
0.0016718613	381.5810745621
0.001676608	382.18648399682
0.0016790915	382.79266265924
0.0016871629	383.39858264331
0.0016877838	383.98109904459
0.0016854805	384.58959219745
0.0016901872	385.16645171178
0.001700702	385.80451588376
0.0017002213	386.38163407643
0.0016981383	386.9880714172
0.0017008221	387.59141823248
0.001702885	388.18447917994
0.001702144	388.78834335191
0.0017075917	389.37446082803
0.0017169649	389.97986345541
0.0017159434	390.57704283439
0.001722773	391.15518893312
0.0017266986	391.75930497611
0.0017194083	392.37834267516
0.0017296427	392.94877607484
0.001731285	393.55006707803
0.0017273194	394.14441460987
0.0017352907	394.74955855892
0.0017379544	395.32719410828
0.001738395	395.92951301752
0.0017388957	396.54032066083
0.0017476481	397.12155047771
0.0017474478	397.70458423567
0.0017505121	398.32207667197
0.0017538368	398.89096480892
0.0017552588	399.48016600318
0.0017513332	400.08891783439
0.0017583832	400.70332655255
0.0017640311	401.29998857484
0.0017676963	401.90384593949
0.001761067	402.47788041401
0.0017725431	403.07273849522
0.0017738049	403.67402949841
0.0017707005	404.25706325637
0.0017853011	404.87738753981
0.0017801939	405.46710609076
0.0017875643	406.04165111465
0.001786663	406.64087949841
0.00179165	407.2341991242
0.0017975784	407.82237921975
0.0017999217	408.40643407643
0.0018026255	409.01184351115
0.0017975784	409.6049044586
0.0017975383	410.20362229299
0.0018075324	410.76659486465
0.0018092548	411.36736851115
0.0018075724	411.97380585191
0.001808674	412.53369470541
0.0018167053	413.14706871019
0.0018127998	413.74733180732
0.0018140816	414.31236019108
0.0018264791	414.92831417197
0.0018251171	415.52137511943
0.001827861	416.11572265127
0.0018279011	416.68717714968
0.0018347507	417.29695688694
0.0018295834	417.89927579618
0.0018372743	418.44707484076
0.0018414601	419.05788248408
0.001837815	419.65917348726
0.001842061	420.20208487261
0.0018500122	420.79180342357
0.0018509936	421.40106580414
0.0018530765	421.98229562102
0.0018551594	422.579475
0.0018496917	423.14295812102
0.0018597058	423.75273785828
0.0018624096	424.33293976911
0.0018677371	424.88536779459
0.0018669961	425.47303053344
0.0018698201	426.07766393312
0.0018722835	426.6362593949
0.0018777913	427.21774789013
0.0018777512	427.81158487261
0.0018895078	428.36272631369
0.0018871645	428.94703984873
0.0018870443	429.54061815287
0.0018872046	430.10410127389
0.0018959369	430.6827647293
0.00189818	431.25421922771
0.0018957566	431.87814458599
0.0019064116	432.45474542197
0.0019067321	433.01514482484
0.001901044	433.60538073248
0.0019083343	434.20075617038
0.0019154443	434.80333375796
0.0019075933	435.32669450637
0.0019112384	435.88606600318
0.0019139422	436.49532838376
0.0019181081	437.04930167197
0.0019254384	437.64339052548
0.0019252782	438.22256453025
0.0019334096	438.80919936306
0.0019232753	439.33076297771
0.0019404595	439.91842571656
0.001937215	440.52177253185
0.0019368545	441.0646839172
0.0019430432	441.62405541401
0.0019511346	442.21685768312
0.0019395583	442.75616799363
0.0019461476	443.32505613057
0.0019508542	443.88853925159
0.0019487712	444.45948320064
0.0019551002	445.03762929936
0.0019610085	445.55224944268
0.0019652144	446.11933363853
0.0019607481	446.68719386943
0.0019633718	447.2375660828
0.0019657952	447.78047746815
0.0019723845	448.35605039809
0.0019754088	448.90590525478
0.0019731656	449.45061377389
0.0019765904	450.03775915605
0.0019750482	450.59687197452
0.0019817176	451.14209785032
0.0019854829	451.69812695064
0.0019856432	452.27112671178
0.0019898491	452.82098156847
0.0019927532	453.33894410828
0.0019936544	453.9129785828
0.0019953769	454.49112468153
0.0019984011	455.04406325637
0.0019982008	455.5707732086
0.0020007444	456.14171715764
0.0020118	456.69311046975
0.0020077743	457.18947336783
0.0020098372	457.80388208599
0.0020120403	458.32904677548
0.0020175281	458.85884044586
0.002014624	459.38760621019
0.002021734	459.98426823248
0.0020234965	460.49940573248
0.0020220745	461.0361428742
0.0020270214	461.59757018312
0.0020358138	462.14099892516
0.0020327495	462.68673535032
0.0020350327	463.24122599522
0.0020385577	463.76921572452
0.0020405605	464.34581656051
0.002043765	464.8676388535
0.0020399596	465.40617993631
0.0020471097	465.95706269904
0.0020489122	466.46679518312
0.0020463286	467.03568332006
0.0020552211	467.55030346338
0.0020544801	468.13154008758
0.002060829	468.6682772293
0.0020538993	469.2155589172
0.0020614699	469.7381504379
0.0020693811	470.28055127389
0.002069301	470.78488554936
0.0020665971	471.31725238853
0.0020683596	471.8851058121
0.002082099	472.4089839172
0.002081378	472.94572786624
0.0020807571	473.49840776274
0.0020794352	474.02769088376
0.0020805969	474.55902981688
0.0020880073	475.07699235669
0.0020844823	475.61321894904
0.0020902104	476.14815214968
0.0020983619	476.67769394904
0.0020995035	477.24323288217
0.0020960186	477.78151528662
0.0020978612	478.2925343551
0.0020957382	478.79918312102
0.0021029684	479.33232599522
0.0021099382	479.85080589172
0.0021050713	480.35848256369
0.0021101385	480.89316389331
0.0021122614	481.4250133758
0.0021118208	481.91777519904
0.0021234772	482.41027834395
0.0021144445	482.99536791401
0.0021186905	483.52618949045
0.0021198722	484.01251839172
0.0021214744	484.54617181529
0.0021241382	485.08908320064
0.0021248792	485.58236238057
0.0021351937	486.09389199841
0.0021433652	486.62728674363
0.002140381	487.15194088376
0.002145328	487.66347730892
0.0021328104	488.166525
0.0021401006	488.71817699045
0.0021439861	489.20270875796
0.0021491934	489.7268455414
0.0021490532	490.2494370621
0.0021537999	490.76817563694
0.002151036	491.26890883758
