"Napatie"	"Deformacia"
25.9	0.00026
95.79	0.00139
172.07	0.00238
186.97	0.00253
213.22	0.00289
256.86	0.0037
284.88	0.0044
294.12	0.0045
305.11	0.00579
307.9763	0.0058863
315.04	0.00733
321.43	0.00908
325.68	0.01092
330.3	0.01249
335.26	0.01469
340.94	0.01802
344.84	0.02099
350.16	0.0238
355.13	0.02604
360	0.0294
363	0.0313
367	0.03421
370	0.0364
372	0.038
375.71	0.04081
378	0.04382
380	0.0455
382	0.048
384	0.0523
