"pretvorenie[-],-"	"Napatie"
0.00011914776	-0.092690213100574
0.00012151109	-0.16636704883227
0.00011828655	-0.068923494534875
0.00011259854	0.11645693795706
0.0001096544	0.25668059447983
0.00011013507	0.26143393567665
0.00011091617	0.15448369269482
0.00010989473	0.10695024927263
0.00010821237	0.16399038137926
0.00010879318	0.19726378862939
0.00011131674	0.13547031532594
0.00011173733	0.066546820791067
0.00011009502	0.05228678776441
0.00011063578	0.05228678776441
0.00011349981	0.033273410395533
0.00011398049	0.0095066886844381
0.00011033535	-0.0047533443422191
0.00010636977	-0.016636704883227
0.00010612943	-0.0047533443422191
0.00010837259	0.038026754737753
0.00010915369	0.099820228041205
0.00010801208	0.13547031532594
0.00010793197	0.12121027915389
0.00010931392	0.095066886844381
0.0001092338	0.095066886844381
0.00010675031	0.095066886844381
0.00010456723	0.14497700401038
0.00010522816	0.27569397184871
0.00010867301	0.37789087363372
0.00011251843	0.29470734921758
0.00011472153	0.085560198159943
0.00011440108	-0.049910115278761
0.00011127668	-0.016636704883227
0.00010739121	0.076053509475505
0.00010592915	0.099820228041205
0.00010707076	0.038026754737753
0.00010833253	-0.0047533443422191
0.00010899347	0.061793476448848
0.0001102953	0.24242055830778
0.00011239826	0.41591762837147
0.00011283888	0.43017765825273
0.00011017513	0.30896737909884
0.00010735115	0.23291386962334
0.00010833253	0.24717390579539
0.0001126386	0.2234071809389
0.00011652407	0.095066886844381
0.00011700475	0.014260033026657
0.00011428091	0.095066886844381
0.0001110764	0.26143393567665
0.00010939403	0.38264421483054
0.0001088733	0.42542431705591
0.00010969445	0.3969042510026
0.00011189755	0.35887749626484
0.00011345975	0.36363084375246
0.00011329953	0.37789087363372
0.00011319939	0.36838418494928
0.00011378021	0.35412415506802
0.00011221801	0.31372072658646
0.00010829248	0.24242055830778
0.00010805214	0.2234071809389
0.00011424085	0.29946069041441
0.00011988881	0.39215090351498
0.00011868711	0.42542431705591
0.00011333958	0.39215090351498
0.00010957428	0.34461746638358
0.0001092338	0.3969042510026
0.00011145693	0.57753133600692
0.00011476159	0.68448156011638
0.00011738528	0.5965447133758
0.00011714494	0.47058108673429
0.00011329953	0.46582774553747
0.00010837259	0.48959446410317
0.00010648994	0.42542431705591
0.00010849276	0.3493708075804
0.00010985468	0.35412415506802
0.0001080922	0.40641093968703
0.00010821237	0.45632105685303
0.00011239826	0.49434781159078
0.00011353987	0.49434781159078
0.00010829248	0.47533443422191
0.00010350574	0.47533443422191
0.00010374608	0.47533443422191
0.00010558867	0.44443769442479
0.00010644988	0.43017765825273
0.00010801208	0.46107439804986
0.00011099629	0.5466345962098
0.00011382026	0.65358483919163
0.00011526229	0.69398826767319
0.000117185	0.65358483919163
0.00012103041	0.59179136588818
0.0001227929	0.52762121884092
0.00011688458	0.45156770936542
0.00010679036	0.36363084375246
0.00010288486	0.31847406778328
0.00010797203	0.34461746638358
0.00011382026	0.41116428088386
0.00011492181	0.46582774553747
0.00011522224	0.51336118895966
0.00011710489	0.5466345962098
0.00011710489	0.53237456632854
0.00011291899	0.45632105685303
0.00010727104	0.41591762837147
0.00010408656	0.48484112290635
0.00010580898	0.61080474325706
0.00011131674	0.68923494534875
0.00011656413	0.67259819139734
0.00011794607	0.57753133600692
0.00011542252	0.43017765825273
0.00011169727	0.32798075646772
0.00011071589	0.35887749626484
0.00011402054	0.47533443422191
0.00011730517	0.54188125501298
0.00011530235	0.49910115278761
0.00011009502	0.42067096956829
0.00010743127	0.41591762837147
0.00010853282	0.47533443422191
0.00011067583	0.52762121884092
0.00011177739	0.53712790752536
0.00011243832	0.48008777541873
0.00011303916	0.43017765825273
0.00011169727	0.48008777541873
0.00010789191	0.60129805457262
0.00010600926	0.65358483919163
0.0001088733	0.58703802469136
0.00011197767	0.49434781159078
0.0001126386	0.48959446410317
0.00011526229	0.5466345962098
