"Napatie"	"deformácia"
561.7304	0.0690385857142857
562.5159	0.0697139285714286
563.3129	0.0704011142857143
564.157	0.0710549285714286
565.2897	0.0717445714285714
566.1123	0.0724007857142857
567.9837	0.0737012857142857
569.4264	0.0763691428571429
571.0349	0.0784165
573.5134	0.0810890714285714
574.347	0.0836447142857143
575.2804	0.0861598571428571
576.506	0.0886535
577.4488	0.0910778571428572
578.3444	0.093204
579.4286	0.0956522857142857
580.6542	0.0973575
581.1256	0.0995838571428572
581.9269	0.102683571428571
582.5869	0.1065445
583.5297	0.109472428571429
584.0953	0.111839571428571
584.7081	0.113097142857143
585.2266	0.114383285714286
585.8866	0.115791214285714
586.2166	0.117230071428571
586.7822	0.118759642857143
587.1122	0.120303571428571
587.2536	0.121916642857143
587.5364	0.123622785714286
587.8664	0.125340928571429
587.9136	0.1271855
587.8193	0.129030071428571
587.5364	0.130953357142857
586.9708	0.132919571428571
586.4523	0.135000357142857
585.9337	0.137117
584.5667	0.139228785714286
583.0583	0.141338214285714
580.7956	0.142046928571429
578.0616	0.142046928571429
574.3376	0.142046928571429
569.2466	0.142046928571429
562.8358	0.142046928571429
554.7751	0.142046928571429
543.886	0.142046928571429
530.2158	0.142046928571429
509.0034	0.142046928571429
272.3201	0.142046928571429
	0.142046928571429
	0.142046928571429
	0.142046928571429
