"epsilon"	"Sigma"
0.0036144893	820.66738007564
0.0036106038	821.09074840764
0.003612126	821.56606986465
0.0036158111	822.00988853503
0.0036153906	822.42445461783
0.0036220599	822.84974223726
0.0036262058	823.31732036226
0.0036246836	823.78139082404
0.0036266464	824.19820710589
0.0036252244	824.63448099124
0.0036220599	825.08332951831
0.0036250642	825.56143063296
0.0036378622	826.01974323248
0.0036389237	826.44053045382
0.0036318938	826.85761146497
0.003637702	827.30090067675
0.0036512811	827.7582205414
0.0036468749	828.18880274682
0.0036454329	828.62984175955
0.0036471553	829.06015923567
0.0036555872	829.48048318073
0.0036500594	829.93032444268
0.0036530836	830.37712131768
0.0036560478	830.80942426353
0.0036593124	831.20426801354
0.003663979	831.5918317078
0.0036607544	832.06139530255
0.003665401	832.49244078424
0.0036700275	832.88602707006
0.0036815437	833.29609275478
0.0036698272	833.73011644108
0.0036644196	834.17870023885
0.0036755152	834.55779259554
0.0036793606	834.95905603105
0.0036762162	835.33940585191
0.0036812433	835.80248357882
0.00368599	836.24100766322
0.0036880328	836.64286673965
0.0036872718	837.07788316083
0.0036872317	837.46445412022
0.0036859098	837.89225666799
0.0036975863	838.27359922373
0.0036888941	838.7086156449
0.0036865307	839.09373059315
0.0037022929	839.49499402866
0.0037048966	839.82934713376
0.003698768	840.28938047373
0.0037061784	840.72148487261
0.0037035547	841.1195053742
0.0037068593	841.4938326035
0.0037082613	841.90535429936
0.0037146503	842.35969595939
0.0037184957	842.78749850717
0.0037144901	843.21232285032
0.0037166131	843.60564440685
0.003715131	844.04919834793
0.0037193169	844.49149482484
0.0037212396	844.92333449443
0.0037210794	845.33790057723
0.0037267273	845.73923019506
0.0037317143	846.19052746815
0.0037346585	846.62408787818
0.0037402263	847.10470392118
0.0037341177	847.50470989252
0.0037381835	847.95104349124
0.0037535651	848.38764828822
0.0037457541	848.88547173567
0.003738544	849.37700786226
0.0037460746	849.7866102707
0.0037487784	850.21964122213
0.0037444723	850.67299014729
0.0037517626	851.15281200239
0.0037576909	851.62462579618
0.0037547468	852.0504428742
0.0037538455	852.4977692078
0.0037596737	852.98480493631
0.0037608554	853.46992137739
0.0037710097	853.93597730892
0.00376412	854.38575238854
0.0037669439	854.82957105892
0.0037725919	855.33341709793
0.0037784401	855.81998955016
0.0037766977	856.28253781847
0.003774815	856.75388833599
0.0037872125	857.20372959793
0.0037856903	857.66277020303
0.0037903569	858.15483578822
0.0037863513	858.6594098328
0.0037912582	859.08774183917
0.0037976071	859.53208996815
0.0037957645	859.97114351115
0.0037951036	860.4886892914
0.0038033752	860.93899382962
0.0038053781	861.39611514729
0.0038069403	861.8908942078
0.003804637	862.32796228105
0.003809564	862.80877687102
0.0038111462	863.29885698647
0.0038139702	863.76570710589
0.0038163135	864.22004876592
0.0038178556	864.66684564092
0.003823764	865.1559330215
0.0038265879	865.65223427548
0.0038212204	866.10108280255
0.0038337781	866.55740993232
0.0038378438	867.00619227707
0.0038318954	867.51427398487
0.0038313346	867.980859375
0.0038370627	868.39913166799
0.0038407078	868.86320212978
0.0038412686	869.29927746815
0.0038448336	869.80788863455
0.0038418895	870.24793491242
0.003850802	870.70949044586
0.0038473371	871.11333499204
0.0038556689	871.53663714172
0.0038526446	872.01248805732
0.0038580522	872.46630025876
0.0038523242	872.93056926752
0.003855769	873.35890127389
0.0038697888	873.80675706608
0.0038664841	874.29233678344
0.0038756971	874.73886892914
0.0038676257	875.18871019108
0.0038709904	875.5982464172
0.0038714711	876.0455727508
0.0038716714	876.5003776871
0.0038693882	876.95167496019
0.0038816655	877.37001343551
0.003883468	877.79159484475
0.0038774596	878.24037718949
0.0038908384	878.6837325836
0.0038944835	879.13655205016
0.0038895566	879.55158140924
0.0038967267	879.99692227309
0.0038951244	880.39295730494
0.0039001715	880.84081309713
0.0039012731	881.30336136545
0.003902655	881.75015824045
0.0039053989	882.15976064889
0.0039094246	882.58504826831
0.0039092043	883.01139480494
0.0039093845	883.48294386943
0.0039066006	883.86752935908
0.003912609	884.31081857086
0.0039170753	884.66860021895
0.0039145318	885.14967953822
0.0039200996	885.57225368232
0.0039224229	885.97457603503
0.0039230037	886.35413166799
0.0039266488	886.79517068073
0.0039281509	887.22303941083
0.0039356815	887.63211236067
0.0039354011	888.02563246417
0.003933899	888.42146894904
0.0039348003	888.83279209793
0.0039444539	889.27085290605
0.0039444939	889.64888634554
0.0039509631	890.0606727707
0.003943793	890.45147939889
0.0039512034	890.8500955414
0.0039508829	891.27862609475
0.003952345	891.69219944268
0.0039478387	892.0769834793
0.0039530059	892.43655205016
0.0039627396	892.85164759156
0.0039582733	893.26118381768
0.0039596753	893.67475716561
0.0039706107	894.02803841561
0.0039677867	894.41560210987
0.003967987	894.80965167197
0.00397011	895.24096188296
0.0039770598	895.63580563296
0.0039732945	896.02734026672
0.003979363	896.3698999801
0.0039760384	896.77493580812
0.0039877949	897.16600716561
0.0039914	897.60658290207
0.003985752	898.00592705016
0.0039869337	898.39799114252
0.0039884358	898.78350318471
0.0039964271	899.20356240048
0.0039867334	899.64016719745
0.0039946646	900.04421029061
0.0039987103	900.40450686704
0.004004198	900.8170874801
0.0039981094	901.23641869029
0.0040043582	901.67024382962
0.0040025156	902.04152667197
0.004008424	902.41684663615
0.0040057202	902.83836186306
0.0040122293	903.27443720143
0.0040144725	903.64777169586
0.0040108674	904.02904806927
0.0040208214	904.39410977309
0.0040141921	904.78121019108
0.0040241661	905.18048815685
0.004027651	905.61457802548
0.004025528	905.98314739252
0.0040336595	906.34615744427
0.004035462	906.74272193471
0.0040337596	907.16403861465
0.0040305151	907.61838027468
0.0040367438	907.99416351513
0.0040424719	908.37246168392
0.0040409898	908.77451930732
0.0040421915	909.20986664013
0.004043934	909.59491540605
0.0040483201	910.01570262739
0.0040621196	910.38930185111
0.0040487207	910.78857981688
0.0040447151	911.21088923169
0.0040575331	911.65550208997
0.0040616589	912.03955812102
0.0040594959	912.4751040008
0.0040636617	912.87841908838
0.0040661653	913.31899482484
0.0040797043	913.72952378583
0.0040706315	914.18187997611
0.0040775813	914.61689639729
0.0040833094	915.00598228503
0.0040794239	915.48229647691
0.0040800047	915.92287221338
0.0040730349	916.30540605096
0.0040916612	916.7552473129
0.0040895382	917.14228154857
0.004085192	917.63487659236
0.0040942448	918.07717306927
0.0040933435	918.48704020701
0.0040975895	918.9383374801
0.0040987511	919.35912470143
0.0040980902	919.82319516322
0.0041096265	920.25377736863
0.0041087652	920.68608031449
0.0041053004	921.13592157643
0.0041181785	921.56696705812
0.004115695	922.00807225318
0.0041138123	922.47512091959
0.0041176578	922.89994526274
0.0041208022	923.31100368232
0.0041275517	923.74456409236
0.0041349621	924.21015674761
0.0041219438	924.68647093949
0.004129935	925.11652368631
0.0041324987	925.53161922771
0.0041393082	925.97815137341
0.0041346817	926.46849621815
0.0041321782	926.91006468949
0.0041415514	927.35011096736
0.0041483009	927.76520650876
0.0041461379	928.22477657245
0.0041523065	928.70578970939
0.0041566126	929.15563097134
0.0041565325	929.56622611465
0.0041539088	929.99402866242
0.0041553108	930.43308220541
0.00416897	930.8966232086
0.004170412	931.33369128185
0.0041706924	931.78201035032
0.0041672075	932.17711882962
0.0041723748	932.63463724124
0.0041753991	933.06700636943
0.0041767009	933.53233429538
0.0041791644	933.94888584793
0.0041820685	934.39243978901
0.0041825692	934.8040276672
0.0041875161	935.28259205812
0.004186735	935.7383897293
0.0041930039	936.1646700836
0.0041979909	936.5595138336
0.0041870154	937.01233330016
0.0041985717	937.43861365446
0.0042046202	937.91347183519
0.0042011353	938.30599920382
0.00421157	938.68760648885
0.0042054013	939.16491341561
0.0042161564	939.64274980096
0.0042135928	940.0512932922
0.0042147344	940.4781031051
0.0042146143	940.89068371815
0.0042207029	941.33900278662
0.0042256098	941.78103453424
0.0042265911	942.23286126592
0.0042312177	942.67370173169
0.0042346625	943.07847283041
0.0042338414	943.53757961783
0.0042383878	943.96438943073
0.004237847	944.43719595939
0.0042454978	944.85877736863
0.0042430543	945.26209245621
0.0042437153	945.69816779459
0.0042542701	946.14595740446
0.0042480013	946.57025228901
0.0042504247	947.00732036226
0.0042544303	947.39243531051
0.0042508653	947.82473825637
0.0042657262	948.29251492834
0.0042629023	948.71561853105
0.0042734171	949.15592953822
0.0042671883	949.56473775876
0.0042732568	949.99333449443
0.0042746388	950.43139530255
0.0042716145	950.8554254578
0.0042804069	951.28951532643
0.0042821694	951.69905155255
0.0042896599	952.16060708599
0.0042766416	952.61746367436
0.0042831508	953.05777468153
0.0042923638	953.46307523885
0.0042926041	953.87916351513
0.0042935855	954.30048019506
0.0042978515	954.74780652866
0.0043057826	955.20406747611
0.0042994537	955.60890475717
0.0043038599	955.97442973726
0.0043064836	956.39429040605
0.0043121716	956.85035280653
0.004315236	957.30767267118
0.0043139742	957.6927214371
0.0043176994	958.11953125
0.0043217051	958.54283339968
0.0043234675	959.01292645303
0.004324489	959.45575238854
0.0043317792	959.85357434315
0.0043332213	960.2701258957
0.004335865	960.70719396895
0.0043281341	961.12076731688
0.0043305575	961.57457951831
0.0043364058	961.96763634554
0.0043477818	962.3919312301
0.0043428348	962.7942535828
0.004341553	963.26507464172
0.0043569547	963.69612012341
0.0043543711	964.12392267118
0.0043510063	964.53127488057
0.0043531894	964.99633807723
0.0043596585	965.38714470541
0.0043709544	965.86643710191
0.0043605598	966.27650278662
0.0043587172	966.68862012341
0.004369973	967.12912967755
0.0043752404	967.55845441879
0.0043768026	968.03026821258
0.0043817897	968.43060509554
0.0043892802	968.8431857086
0.0043825708	969.25371466959
0.0043910828	969.73552199443
0.0043874777	970.16610419984
0.0043990139	970.57140475717
0.0043982528	970.99722183519
0.0043959496	971.42608330016
0.0044027392	971.89438943073
0.0044034401	972.33741391322
0.004406144	972.73523586783
0.0044032399	973.14530155255
0.0044122325	973.58786275876
0.0044101095	974.01573148885
0.0044126932	974.50124502389
0.0044143355	974.87358678344
0.0044190421	975.30913266322
0.0044265727	975.76698198647
0.0044285355	976.20927846338
0.0044315998	976.66209792994
0.0044289761	977.08063495223
0.0044353651	977.51174661624
0.004440232	977.91605443869
0.004442395	978.38588276274
0.0044346641	978.83519456608
0.0044409329	979.27623357882
0.004446661	979.70105792197
0.0044534906	980.15440684713
0.0044533705	980.61748457404
0.0044575563	981.05925159236
0.0044641456	981.51756419188
0.0044581171	981.92716660032
0.0044665891	982.38925159236
0.0044658881	982.89528164809
0.0044667493	983.36087430334
0.0044666692	983.83321755573
0.0044756418	984.26148337978
0.004480749	984.71529558121
0.0044782655	985.19167595541
0.0044827118	985.66971088774
0.0044876788	986.12153761943
0.0044924254	986.51783738057
0.0044952494	986.97019357086
0.004489301	987.5047482086
0.0044994553	988.00210837978
0.0045016985	988.44261793392
0.0045054638	988.8739281449
0.0045052235	989.35851512739
0.0045039617	989.86083897293
0.0045110717	990.34919834793
0.0045199242	990.79374502389
0.0045227081	991.23180583201
0.0045189027	991.72565833997
0.0045272945	992.21673119029
0.0045280156	992.73957155653
0.004530479	993.19033937102
0.0045342043	993.65196108678
0.0045388708	994.14051900876
0.0045416948	994.6511156449
0.0045398522	995.1106857086
0.004547503	995.61274482484
0.0045535715	996.0980598129
0.0045625642	996.58688246417
0.0045555744	997.08722083997
0.0045592996	997.6340192078
0.0045579777	998.07360220939
0.0045640463	998.57592605494
0.0045678116	999.06097631369
0.0045768043	999.58083847532
0.0045785267	1000.0644327229
0.0045729989	1000.5682125796
0.0045806497	1001.0385703623
0.00458087	1001.5286504777
0.004585156	1002.0172083997
0.0045942088	1002.5272755772
0.0046021399	1002.9878383758
0.00459507	1003.466667496
0.0046019396	1003.957475617
0.0046057049	1004.4793232484
0.0046035419	1004.9639102309
0.0046073473	1005.4612042197
0.004618503	1005.9220317476
0.0046155188	1006.3923895303
0.0046240708	1006.8902129777
0.0046237103	1007.4032583599
0.0046223283	1007.8981036027
0.0046348059	1008.3331862062
0.0046379103	1008.8452388535
0.004629158	1009.3010365247
0.0046403337	1009.7768874403
0.0046431176	1010.261937699
0.0046443393	1010.6954981091
0.004648385	1011.1413684315
0.0046553148	1011.6236390326
0.0046569771	1012.0984972134
0.0046506482	1012.5530374204
0.0046610028	1013.0053936107
0.0046664705	1013.4572203424
0.0046730598	1013.8977298965
0.0046755232	1014.3763604697
0.004670376	1014.8341436107
0.0046744217	1015.2509598925
0.0046844558	1015.6935210987
0.0046856775	1016.1723502189
0.004681752	1016.6579299363
0.0046943498	1017.0899681529
0.0046920665	1017.5353090167
0.0046957918	1017.9578831608
0.0046972138	1018.4506767516
0.004703723	1018.9034962182
0.004700939	1019.3370566282
0.0047058459	1019.7428866441
0.004717262	1020.1966988455
0.0047141977	1020.6722850318
0.0047235308	1021.1286121616
0.0047212877	1021.6126696855
0.0047228299	1022.0227353702
0.0047280372	1022.4893207604
0.0047315622	1022.9186455016
0.004732864	1023.3944302349
0.0047440397	1023.8215047771
0.0047457621	1024.2333573846
0.0047467035	1024.6771760549
0.0047543943	1025.1264878583
0.0047461627	1025.6028020502
0.0047600423	1025.9815634952
0.0047651494	1026.4206832205
0.0047641681	1026.8185051752
0.0047634671	1027.2727806529
0.0047746028	1027.7175920581
0.0047732208	1028.1404309315
0.0047668318	1028.5667112858
0.0047746829	1028.9900796178
0.0047845167	1029.4581210191
0.0047858185	1029.8864530255
0.0047837356	1030.3092257166
0.0047877813	1030.6908330016
0.0047966738	1031.0833603702
0.0048001788	1031.5316794387
0.0048035435	1031.9645118432
0.0048020614	1032.373584793
0.0048107937	1032.7743849522
0.0048087308	1033.1722069068
0.0048187649	1033.6342257166
0.0048197463	1034.0590500597
0.0048211082	1034.4623651473
0.0048254744	1034.8574736266
0.0048244529	1035.3087708997
0.0048288391	1035.7178438495
0.0048336259	1036.1764211783
0.0048361294	1036.5582270104
0.0048364498	1036.958497711
0.0048437802	1037.3775641919
0.0048537943	1037.8238977906
0.0048538744	1038.2619585987
0.0048548558	1038.6568023487
0.0048585409	1039.0463515127
0.004869236	1039.4658812699
0.004866412	1039.9122148686
0.0048688955	1040.3502756768
0.0048727009	1040.7883364849
0.004885599	1041.1504199841
0.0048857993	1041.5629344148
0.0048810126	1042.044807922
0.0048897849	1042.4696322651
0.0048963742	1042.860174164
0.0049010808	1043.2636877986
0.0048948921	1043.7145217954
0.0049002997	1044.1515898686
0.0049075299	1044.5726418193
0.0049148202	1044.9882006369
0.0049109347	1045.3927731887
0.0049227313	1045.8486370422
0.0049231719	1046.2606881967
0.0049309829	1046.6829976115
0.0049283192	1047.0922691083
0.004936711	1047.5193436505
0.0049351688	1047.8879130175
0.0049428196	1048.3314669586
0.0049438811	1048.7742928941
0.0049462044	1049.2128831608
0.0049637291	1049.5809230693
0.0049592628	1050.0160056728
0.0049616862	1050.4398372811
0.0049703584	1050.9033782842
0.0049712597	1051.3061639132
0.0049761666	1051.7360181131
0.004977889	1052.1532976712
0.0049808732	1052.6361639132
0.0049855798	1053.0779309315
0.0049883637	1053.4705244825
0.0049944723	1053.8625885748
0.0049954537	1054.3054145104
0.0050009815	1054.7811992436
0.0050055079	1055.20953125
0.0050099341	1055.6240973328
0.005012017	1056.027941879
0.0050223716	1056.4542222333
0.0050186063	1056.8795098527
0.0050256562	1057.3278289212
0.0050283601	1057.7036783439
0.0050401767	1058.116258957
0.0050357104	1058.5195078623
0.0050501708	1058.9310957404
0.0050536557	1059.3794148089
0.0050551578	1059.781207703
0.005058883	1060.1497770701
0.0050700187	1060.5593794785
0.0050653521	1060.9939326234
0.0050683764	1061.4192202428
0.0050752461	1061.7903045382
0.0050828368	1062.1493436505
0.0050813947	1062.5801244029
0.0050927307	1062.9962126791
0.0050968164	1063.4027707006
0.0050989595	1063.8090639928
0.0051033657	1064.1706180334
0.0051046875	1064.5342237261
0.0051122982	1064.9467381568
0.00512065	1065.3240435908
0.0051197487	1065.7136589371
0.0051330875	1066.0831548567
0.0051309645	1066.451988953
0.0051345496	1066.8430603105
0.0051318257	1067.2310872811
0.0051465064	1067.5956857086
0.0051514534	1067.9427458201
0.0051480686	1068.3430165207
0.0051586635	1068.7358086186
0.0051661941	1069.0763828623
0.0051693786	1069.4386649084
0.0051739651	1069.7634877588
0.0051780708	1070.1157762739
0.0051816559	1070.4951333599
0.0051882051	1070.8536430135
0.0051908288	1071.1914375995
0.005195916	1071.5269819865
0.0052059301	1071.8568346935
0.0052117383	1072.2066082803
0.0052084737	1072.5496974522
0.0052198497	1072.8627398487
0.0052232144	1073.1640017914
0.0052303645	1073.5060320462
0.0052338494	1073.8823447452
0.0052320869	1074.2416485868
0.0052408793	1074.5599855693
0.0052515743	1074.8814993033
0.0052504127	1075.1663480295
0.0052564011	1075.5186365446
0.0052659746	1075.8761534634
0.0052681377	1076.2099771099
0.0052782519	1076.4922447253
0.0052795137	1076.8288480295
0.0052836195	1077.1923875398
0.0052863233	1077.5079448646
0.0052941743	1077.8347531847
0.0053025661	1078.1600393113
0.0053014245	1078.4258275279
0.0053093156	1078.7638868432
0.0053100166	1079.0979090366
0.005318108	1079.3659474522
0.0053272409	1079.6522521895
0.0053328488	1079.9485504578
0.0053354324	1080.2930956409
0.0053392778	1080.6311549562
0.005346468	1080.9074661624
0.0053575636	1081.2039629777
0.0053579441	1081.4909957205
0.0053696406	1081.848843551
0.0053697608	1082.1388544984
0.0053750883	1082.4608976911
0.0053767706	1082.736745621
0.0053896888	1083.0655394108
0.0053976	1083.4060474721
0.0053984211	1083.6888445462
0.0054034882	1083.9754140127
0.0054142834	1084.2879269506
0.0054167069	1084.547758758
0.0054285435	1084.8705299562
0.0054261201	1085.1808588774
0.0054349125	1085.433609176
0.0054411413	1085.6439366043
0.0054489923	1086.0044317277
0.0054606688	1086.2872288018
0.0054589063	1086.578828125
0.0054692609	1086.8340933519
0.0054855438	1087.1149049562
0.0054785539	1087.3731483877
0.0054862848	1087.6587251194
0.0054968397	1087.9419854697
0.0055040899	1088.1762708997
0.0055095776	1088.4320655852
0.0055140639	1088.6848820661
0.0055183299	1088.9676791401
0.0055220552	1089.2007071059
0.0055336715	1089.4497511943
0.0055423438	1089.6877428344
0.005545388	1089.9190500597
0.0055582261	1090.2156130573
0.0055521776	1090.4356031051
0.0055695621	1090.680676254
0.0055779539	1090.859964172
0.0055832013	1091.121979996
0.0055852041	1091.3852532842
0.0055919536	1091.6585862858
0.0056086571	1091.8611041998
0.0056132436	1092.0711668989
0.0056147858	1092.3109454618
0.0056193722	1092.5902348726
0.0056400413	1092.8092321855
0.0056448681	1092.9820342357
0.00563914	1093.2280339371
0.0056509367	1093.415859375
0.0056633341	1093.6748969944
0.0056711852	1093.8719217755
0.0056716458	1094.0817197452
0.0056805183	1094.2379762142
0.0056891905	1094.480997711
0.0057040915	1094.6937738854
0.0057050729	1094.9113151871
0.0057159682	1095.1008613654
0.0057257019	1095.2825980295
0.0057306489	1095.4786300756
0.0057311496	1095.660432922
0.0057486743	1095.8972332803
0.0057464111	1096.0470038814
0.0057623736	1096.2322482086
0.0057684421	1096.4165659833
0.0057673205	1096.6238490247
0.0057841843	1096.8045929538
0.0057963814	1096.9751448049
0.0057930768	1097.1274303344
0.0058067761	1097.301953125
0.00581669	1097.5077139729
0.0058290074	1097.6832294984
0.0058247013	1097.8410081608
0.0058387411	1097.9982573646
0.0058427467	1098.1468366839
0.0058590497	1098.3128219546
0.0058632155	1098.5098467357
0.0058658793	1098.6723905255
0.0058858474	1098.8173959992
0.0058847459	1098.9766968551
0.0058912951	1099.1164739252
0.0058952206	1099.3369934315
0.0059061961	1099.4647253185
0.0059198954	1099.585243332
0.005926004	1099.7745247811
0.0059319323	1099.9130443869
0.0059471137	1100.0933250398
0.0059603323	1100.1969003782
0.0059575484	1100.3174183917
0.0059712677	1100.4776458002
0.005976455	1100.6399248607
0.0059803605	1100.7804299363
0.005994921	1100.9337082006
0.0060006491	1101.0425119427
0.0060032327	1101.1802373607
0.0060290891	1101.3635624005
0.0060269261	1101.4718366839
0.0060370403	1101.6600592158
0.0060448513	1101.751589371
0.0060499585	1101.8888515127
0.0060577895	1102.0308787818
0.0060696462	1102.2146670979
0.0060706276	1102.3306847134
0.0060894541	1102.4429299363
0.0060869706	1102.5607344745
0.0060998487	1102.7447875199
0.0061111046	1102.9130229896
0.0061132877	1103.0540575239
0.0061255249	1103.1540590167
0.0061381226	1103.2730548368
0.0061449522	1103.4626010151
0.0061548261	1103.5968849522
0.0061571494	1103.7258743033
0.006165381	1103.8494367038
0.0061784394	1103.9874268511
0.0061865909	1104.1422273089
0.0061943618	1104.27121666
0.0062092227	1104.4019929339
0.0062194371	1104.5143043392
0.0062352394	1104.6317779658
0.0062351192	1104.8072934912
0.0062400662	1104.9488574841
0.0062466154	1105.0728831608
0.0062615564	1105.1744068471
0.0062715906	1105.3521725717
0.0062699883	1105.4564097333
0.0062920393	1105.6382125796
0.0062978275	1105.7544949244
0.0062973268	1105.8572098925
0.0063123079	1105.9822283041
0.0063148915	1106.1194904459
0.0063319555	1106.2717759753
0.0063410483	1106.3895805135
0.0063477177	1106.487067078
0.006358553	1106.6101000199
0.0063715713	1106.7466341561
0.0063784009	1106.9246646099
0.006384129	1107.0406822253
0.0063936624	1107.1612002389
0.0064062001	1107.2779458599
0.0064120083	1107.45074791
0.0064294328	1107.6012465167
0.0064311953	1107.679738754
0.0064511233	1107.7819904459
0.0064538271	1107.9657787619
0.006464382	1108.1035703623
0.00647003	1108.2246178344
0.0064816663	1108.3401059912
0.0064889967	1108.4176054936
0.0064946046	1108.567640824
0.0065083439	1108.6914017715
0.0065228043	1108.8209205812
0.0065257885	1108.9076856091
0.0065483402	1109.0309832803
0.0065443947	1109.1402502986
0.0065594158	1109.2759902468
0.0065763997	1109.4060385151
0.0065824282	1109.5288067277
0.0065833295	1109.6127920979
0.0065988714	1109.7405901672
0.0066096065	1109.9018103105
0.0066136522	1109.9875826035
0.0066321582	1110.1101522691
0.006642673	1110.1756065884
0.0066459376	1110.300625
0.0066525269	1110.4349089371
0.0066648042	1110.5774656648
0.0066812674	1110.6574800955
0.0066873159	1110.7289570064
0.0066996733	1110.8322014331
0.006712251	1110.9725079618
0.0067145743	1111.0807822452
0.0067242679	1111.207058121
0.0067320188	1111.2453115048
0.0067437954	1111.3540490645
0.0067550513	1111.474567078
0.0067562329	1111.6001149482
0.0067706132	1111.7016386346
0.0067823497	1111.745120422
0.0067973709	1111.8514092357
0.0067978315	1111.9961499801
0.0068158769	1112.1199109275
0.0068261113	1112.1959544188
0.0068342027	1112.2909260549
0.0068473012	1112.3904642715
0.0068525085	1112.4884802946
0.0068604797	1112.6002622412
0.0068698129	1112.6575099522
0.0068798069	1112.7305090565
0.0068913432	1112.8687639331
0.0069007164	1112.9598308121
0.006909709	1113.04659584
0.0069144157	1113.121580414
0.0069325212	1113.2058305135
0.0069443779	1113.2956399283
0.0069482233	1113.4150990247
0.0069627637	1113.4983563893
0.0069644261	1113.573870422
0.0069781053	1113.6393909236
0.0069846946	1113.7046466959
0.0069930063	1113.8364157046
0.0070055239	1113.9344317277
0.007008428	1114.0084897492
0.0070264334	1114.04125
0.0070283561	1114.1447591561
0.0070379496	1114.2667331807
0.0070467019	1114.3402617436
0.0070562353	1114.4020098527
0.0070713366	1114.4632946855
0.0070790274	1114.5308006568
0.0070895823	1114.6513186704
0.0070933476	1114.7441062898
0.0071080884	1114.8065824045
0.0071150782	1114.8550940486
0.0071175417	1114.9356379379
0.0071336243	1115.0096297771
0.0071366886	1115.1316038018
0.0071402136	1115.20215416
0.0071585594	1115.2236634156
0.0071755433	1115.314399383
0.0071781069	1115.3986494825
0.0071818722	1115.5187042197
0.0071933484	1115.5676791401
0.0072041436	1115.5999761146
0.0072149388	1115.7127507962
0.0072231704	1115.7892575637
0.0072395935	1115.8547780653
0.0072396736	1115.9277771696
0.0072454017	1115.9822452229
0.0072622254	1116.0600094546
0.0072656502	1116.1820496616
0.0072800305	1116.2473054339
0.0072816127	1116.3260624005
0.0072841963	1116.3770889729
0.0073027424	1116.452073547
0.0073096922	1116.5338749005
0.0073139983	1116.6363913217
0.0073255345	1116.6756374403
0.0073400149	1116.7006543591
0.0073441608	1116.7726607285
0.0073590417	1116.8671690884
0.0073570789	1116.9411609275
0.0073741029	1117.0336838177
0.0073790699	1117.0479130175
0.0073881827	1117.1342147691
0.0073948121	1117.2379886545
0.0074024428	1117.3002000398
0.0074174039	1117.3776995422
0.0074173638	1117.4090037818
0.0074357097	1117.5084758161
0.007440897	1117.5780334395
0.0074449627	1117.6672472134
0.007448728	1117.7095377189
0.0074698778	1117.7847870223
0.0074742639	1117.8485206011
0.0074823153	1117.9107981688
0.0074828961	1118.0200651871
0.0075018828	1118.070562301
0.0075088526	1118.1616291799
0.0075160428	1118.2166266919
0.0075205091	1118.2945894705
0.0075291813	1118.4111365446
0.0075403169	1118.454618332
0.0075495299	1118.4984310311
0.0075571406	1118.5939321258
0.0075686368	1118.6811604299
0.0075798526	1118.7644177946
0.007582957	1118.818687301
0.0075920498	1118.8761997412
0.0075984788	1118.9614425756
0.0076102154	1119.0401995422
0.0076166845	1119.1457603503
0.0076299832	1119.1959927349
0.0076310848	1119.2357683121
0.0076396768	1119.3083041401
0.0076457454	1119.4220715565
0.0076574419	1119.5263087182
0.0076643316	1119.5375597134
0.0076734845	1119.6350462779
0.0076844599	1119.6645635947
0.0076860622	1119.7655578225
0.007702305	1119.8908409634
0.007700863	1119.9178433519
0.007720771	1119.9576189291
0.0077290227	1120.0108957006
0.0077272602	1120.1001094745
0.0077445846	1120.1838962978
0.0077580435	1120.2256573447
0.0077551795	1120.2814490446
0.0077670161	1120.3364465565
0.0077774909	1120.449419785
0.0077824379	1120.4804592954
0.0077921315	1120.56371666
0.0077979998	1120.6254647691
0.0078145631	1120.7250029857
0.0078235357	1120.7989948248
0.0078240565	1120.8940326433
0.0078328288	1120.9483021497
0.0078394982	1121.021301254
0.0078561016	1121.0870203025
0.0078568827	1121.1708071258
0.007874187	1121.2515495621
0.0078743272	1121.3031055932
0.0078929334	1121.3475801154
0.0078998231	1121.4408310111
0.0079085354	1121.5510907643
0.0079195109	1121.6171407245
0.0079254392	1121.683852508
0.0079286637	1121.7216426154
0.0079392386	1121.8151582404
0.0079542398	1121.9034454618
0.007962231	1121.9421621218
0.0079662767	1121.9974243631
0.0079745083	1122.0419650677
0.0079770118	1122.1317083002
0.0079925938	1122.2057001393
0.0080014462	1122.3002084992
0.0080027481	1122.3659937301
0.0080175289	1122.4022616441
0.008028244	1122.4702308917
0.0080313483	1122.5657981688
0.0080431449	1122.6485260748
0.0080518572	1122.7065679737
0.0080603291	1122.7358205613
0.0080643748	1122.7970392118
0.008075851	1122.899555633
0.0080922541	1123.0141172373
0.0081012668	1123.0318541003
0.0080989235	1123.0558121019
0.0081095585	1123.1763301154
0.0081246597	1123.2656100717
0.0081373175	1123.3296083798
0.00814615	1123.3821571457
0.0081503759	1123.4296760549
0.0081588879	1123.5139261545
0.0081671996	1123.584939789
0.0081756715	1123.6574094347
0.0081858058	1123.714921875
0.0082001861	1123.7501970541
0.0081994851	1123.8421904857
0.0082112617	1123.9349781051
0.008220715	1124.0075139331
0.0082287463	1124.0554961186
0.0082493753	1124.0995073646
0.0082479733	1124.1617849323
0.0082524396	1124.2519914411
0.0082651776	1124.3420655852
0.00828114	1124.3997765725
0.0082731888	1124.4385594148
0.0082929166	1124.4900492635
0.0083016289	1124.5885947452
0.008317311	1124.6561007166
0.0083140263	1124.7371078822
0.0083256227	1124.7903846537
0.0083443691	1124.865832504
0.0083532015	1124.9583553941
0.0083597107	1125.016397293
0.0083668407	1125.0731155454
0.0083738706	1125.1384375
0.008386929	1125.216665008
0.0083972435	1125.3136882962
0.00840183	1125.371928742
0.0084164305	1125.434669586
0.0084257637	1125.5194491441
0.0084354974	1125.5669680533
