"napatie"	"deformacia"
0.8579235	8.33884499999999E-006
1.2208917	1.663125E-006
2.2767976	1.0007775E-005
3.6296778	1.6683495E-005
5.6095025	2.507583E-005
8.777223	4.00962E-005
10.559066	4.844085E-005
13.066844	6.012335E-005
15.310638	6.67991E-005
17.48845	8.01981999999999E-005
20.293203	9.18807000000001E-005
23.262939	0.00010523215
24.054863	0.0001069011
27.354572	0.00012192145
29.895348	0.0001369895
31.941168	0.00015200985
34.316954	0.00015701665
36.461761	0.00016703025
37.748648	0.00017871275
40.718384	0.0001853885
44.678039	0.00021213905
47.878754	0.00022382155
50.485519	0.00024051085
52.366349	0.00024723425
55.270096	0.00026893035
57.942857	0.0002756061
60.021675	0.0002822818
61.803518	0.0002990188
64.608264	0.00030903235
67.083044	0.0003240527
69.920795	0.00033573525
72.23062	0.00034741775
74.40839	0.00035914795
76.71818	0.0003691615
79.58895	0.0003891887
82.82267	0.0003958644
85.29745	0.0004142703
86.18834	0.0004192771
88.30017	0.00042094605
90.412	0.0004426421
93.5137	0.00045432465
96.15347	0.00046772375
97.27536	0.00047273055
100.1791	0.0004877509
102.12594	0.0004927577
105.1617	0.000509447
108.36238	0.0005345285
110.14423	0.0005345285
112.52003	0.000549549
115.32479	0.0005612315
117.43655	0.000571245
119.97734	0.000589651
122.45212	0.0005963265
124.76191	0.000613016
126.64274	0.000618023
128.95253	0.0006364285
131.79033	0.0006447735
134.26511	0.000658125
136.31093	0.0006698075
138.45573	0.000679821
140.17157	0.000694889
142.67932	0.000699896
146.14404	0.000728267499999998
148.65179	0.000729936500000001
151.39054	0.000748342499999997
153.60135	0.000758355999999997
155.28422	0.000768369499999997
158.31998	0.000783389999999999
160.1348	0.000793403499999999
162.54357	0.000803464999999998
165.48035	0.000823491999999998
167.36118	0.000826829999999997
168.87899	0.000843518999999998
171.05683	0.000845188000000001
173.03664	0.000865263
175.28042	0.000870269499999998
178.41516	0.000890297000000002
180.72495	0.000905317
182.63882	0.000910371499999997
